Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
Las Milicias de la Cultura Luchan Contra el Fascismo Combatiendo la Ignorancia,Mauricio Amster Cats,154,"(Chilean, born Lvov, 1907–1980)",(Chilean),-1907,-1980,(Male),1937,Gouache and lithograph,"39 3/8 x 27 1/8"" (100 x 68.9 cm)",Purchase,251.1937,Design,Architecture & Design,12/3/37,Y,5851,http://www.moma.org/collection/works/5851,http://www.moma.org/media/W1siZiIsIjYyNTQ2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=c68efe7922074e1c,,,,100,,,68.9,,
Duplicate of title page from (Prospectus for) Réincarnations du Père Ubu,Georges Rouault,5053,"(French, 1871–1958)",(French),-1871,-1958,(Male),1916-1932,"Wood engraving, printed in black","irreg. composition  6 7/8 x 8 7/16"" (17.5 x 21.5 cm)",Gift of Ambroise Vollard,464.1937.1,Illustrated Book,Prints & Illustrated Books,12/3/37,N,17483,,,,,,17.5,,,21.5,,
Prospectus forRéincarnations du Père Ubu,Georges Rouault,5053,"(French, 1871–1958)",(French),-1871,-1958,(Male),1932.  (Prints executed 1913-1928).,Prospectus with one etching and three wood engravings,"page (irreg.):  17 5/16 x 12 13/16"" (44 x 32.5 cm); prints:  various dimensions.",Gift of Ambroise Vollard,464.1937.1-4,Illustrated Book,Prints & Illustrated Books,12/3/37,Y,17484,http://www.moma.org/collection/works/17484,http://www.moma.org/media/W1siZiIsIjEwNTgyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=581a8b0d09af7bdf,,,,44,,,32.5,,
Duplicate of plate from page 160 from (Prospectus for) Réincarnations du Père Ubu,Georges Rouault,5053,"(French, 1871–1958)",(French),-1871,-1958,(Male),1916-1932,"Wood engraving, printed in black","irreg. composition  11 1/2 x 7 3/4"" (29.3 x 19.7 cm)",Gift of Ambroise Vollard,464.1937.2,Illustrated Book,Prints & Illustrated Books,12/3/37,N,17485,,,,,,29.3,,,19.7,,
Duplicate of in-text plate from page 99 from (Prospectus for) Réincarnations du Père Ubu,Georges Rouault,5053,"(French, 1871–1958)",(French),-1871,-1958,(Male),1916-1932,"Wood engraving, printed in black","irreg. composition  7 3/8 x 7 7/8"" (18.7 x 20 cm)",Gift of Ambroise Vollard,464.1937.3,Illustrated Book,Prints & Illustrated Books,12/3/37,N,17486,,,,,,18.7,,,20,,
Variant of frontispiece from (Prospectus for) Réincarnations du Père Ubu,Georges Rouault,5053,"(French, 1871–1958)",(French),-1871,-1958,(Male),1916-1932,"Etching and lift ground aquatint with roulette, printed in black","plate  11 9/16 x 7 11/16"" (29.4 x 19.5 cm)",Gift of Ambroise Vollard,464.1937.4,Illustrated Book,Prints & Illustrated Books,12/3/37,N,17487,,,,,,29.4,,,19.5,,
The Palace of King Ubu,Hans Bellmer,452,"(German, 1902–1975)",(German),-1902,-1975,(Male),1936,White ink on black paper mounted on pink paper,"15 7/8 x 11 7/8"" (40.3 x 30.2 cm)
",Purchase,230.1937,Drawing,Drawings,12/3/37,Y,35415,http://www.moma.org/collection/works/35415,http://www.moma.org/media/W1siZiIsIjc1MTcyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=93eb12aaced4746c,,,,40.3226,,,30.1626,,
Admiration of the Orchestrelle for the Cinematograph,Man Ray (Emmanuel Radnitzky),3716,"(American, 1890–1976)",(American),-1890,-1976,(Male),1919,"Airbrushed gouache, colored ink, and pencil on paperboard","25 7/8 x 21 1/2"" (66 x 54.6 cm)",Gift of A. Conger Goodyear,231.1937,Drawing,Drawings,12/3/37,Y,35423,http://www.moma.org/collection/works/35423,http://www.moma.org/media/W1siZiIsIjc5NjI1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=9a4137e6af9dfec8,,,,65.7,,,54.6,,
Birth of Birds,André Masson,3821,"(French, 1896–1987)",(French),-1896,-1987,(Male),(c. 1925),Ink on paper,"16 1/2 x 12 3/8"" (41.9 x 31.4 cm)",Purchase,253.1937,Drawing,Drawings,12/3/37,Y,35616,http://www.moma.org/collection/works/35616,http://www.moma.org/media/W1siZiIsIjIxMDg5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2b5bd1328d259260,,,,41.9,,,31.4,,
Figure,"Cadavre Exquis, André Breton, Max Morise, Jeannette Ducrocq Tanguy, Pierre Naville, Benjamin Péret, Yves Tanguy, Jacques Prévert","907, 768, 8312, 8318, 8313, 12508, 5804, 4731","(French) (French, 1896–1966) (French, 1900–1973) (French, 1896–1977) (French, 1900–1993) (French, 1899–1959) (American, born France. 1900–1955) (French, 1900–1977)",(French) (French) (French) (French) (French) (French) (American) (French),(0) (1896) (1900) (1896) (1900) (1899) (1900) (1900),(0) (1966) (1973) (1977) (1993) (1959) (1955) (1977),() (Male) (Male) (Female) (Male) (Male) (Male) (Male),1928,"Composite collage of cut-and-pasted printed paper and pencil on paper
","11 3/8 x 9"" (28.9 x 22.9 cm)",Van Gogh Purchase Fund,267.1937,Drawing,Drawings,12/3/37,Y,35778,http://www.moma.org/collection/works/35778,http://www.moma.org/media/W1siZiIsIjc1MTY4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=2992eeec3fd1a194,,,,28.9,,,22.9,,
Untitled,Yves Tanguy,5804,"(American, born France. 1900–1955)",(American),-1900,-1955,(Male),1926,Ink and watercolor on paper,"13 1/8 x 10"" (33.3 x 25.5 cm)",Purchase,269.1937,Drawing,Drawings,12/3/37,Y,35802,http://www.moma.org/collection/works/35802,http://www.moma.org/media/W1siZiIsIjMyNDY1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b705a3e53dca40ae,,,,33.3,,,25.4,,
Head of a Man with a Hat,Pablo Picasso,4609,"(Spanish, 1881–1973)",(Spanish),-1881,-1973,(Male),"Paris, December 1912","Cut-and-pasted newspaper and colored paper, ink, and charcoal on paper","24 1/4 x 18 5/8"" (62.2 x 47.3 cm)",Purchase,274.1937,Drawing,Drawings,12/3/37,Y,35867,http://www.moma.org/collection/works/35867,http://www.moma.org/media/W1siZiIsIjIxMDk1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5d6a72920dbbee6d,,,,61.59512319,,,47.3,,
The Author of the Book Fourteen Letters of Christ in His Home (Der Verfasser das Buches Vierzehn Briefe Christi in seinem Heim),Johannes Baader,262,"(German, 1875–1955)",(German),-1875,-1955,(Male),1920,"Cut-and-pasted gelatin silver prints, cut-and-pasted printed paper, and ink on book pages","8 1/2 x 5 3/4"" (21.6 x 14.6 cm)",Purchase,275.1937,Drawing,Drawings,12/3/37,Y,35877,http://www.moma.org/collection/works/35877,http://www.moma.org/media/W1siZiIsIjEwMDczMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=045cfeef0a6b5f9d,,,,21.6,,,14.6,,
Untitled (Beetles),Johannes Theodor Baargeld (Alfred Emanuel Ferdinand Gruenwald),263,"(German, 1892–1927)",(German),-1892,-1927,(Male),1920,Ink and pencil on tissue,"11 1/2 x 9 1/8"" (29.2 x 23.2 cm)",Purchase,276.1937,Drawing,Drawings,12/3/37,Y,35886,http://www.moma.org/collection/works/35886,http://www.moma.org/media/W1siZiIsIjIxMDk1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5740015eb04f0b45,,,,29.2,,,23.2,,
"The Human Eye and a Fish, The Latter Petrified (Das menschliche Auge und ein Fisch, letzterer verseinert)",Johannes Theodor Baargeld (Alfred Emanuel Ferdinand Gruenwald),263,"(German, 1892–1927)",(German),-1892,-1927,(Male),1920,"Cut-and-pasted paper, ink, and pencil on paper","12 1/4 x 9 3/8"" (31.1 x 23.8 cm)",Purchase,277.1937,Drawing,Drawings,12/3/37,Y,35897,http://www.moma.org/collection/works/35897,http://www.moma.org/media/W1siZiIsIjc0MTk1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=dbe15eb91a48403e,,,,31.1,,,23.8,,
Farewell My Beautiful Land of Marie Laurencin (Adieu mon beau pays de Marie Laurencin),Max Ernst,1752,"(French and American, born Germany. 1891–1976)",(French),-1891,-1976,(Male),1920,Line-block print with ink on paper,"15 3/4 x 11"" (40 x 27.9 cm)",Purchase,278.1937,Drawing,Drawings,12/3/37,Y,35906,http://www.moma.org/collection/works/35906,http://www.moma.org/media/W1siZiIsIjY3Njc4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=d367b4bf38205db6,,,,40,,,27.9,,
The Gramineous Bicycle Garnished with Bells the Dappled Fire Damps and the Echinoderms Bending the Spine to Look for Caresses (La Biciclette graminée garnie de grelots les grisous grivelés et les échinodermes courbants l'échine pour quêter des caresses),Max Ernst,1752,"(French and American, born Germany. 1891–1976)",(French),-1891,-1976,(Male),1921,"Gouache, ink, and pencil on printed paper on paperboard","29 1/4 x 39 1/4"" (74.3 x 99.7 cm)",Purchase,279.1937,Drawing,Drawings,12/3/37,Y,35940,http://www.moma.org/collection/works/35940,http://www.moma.org/media/W1siZiIsIjEzMzQwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3e3dbf7feaec17e3,,,,74.3,,,99.7,,
"Stratified Rocks, Nature's Gift of Gneiss Lava Iceland Moss 2 kinds of lungwort 2 kinds of ruptures of the perinaeum growths of the heart b) the same thing in a well-polished little box somewhat more expensive (schichtgestein naturgabe aus gneis lava isländisch moos 2 sorten lungenkraut 2 sorten dammriss/herzgewächse b) dasselbe in fein poliertem kästchen etwas teurer)",Max Ernst,1752,"(French and American, born Germany. 1891–1976)",(French),-1891,-1976,(Male),1920,Gouache and pencil on printed paper on cardstock,"7 1/2 x 9 1/2"" (19.1 x 24.1 cm)",Purchase,280.1937,Drawing,Drawings,12/3/37,Y,35951,http://www.moma.org/collection/works/35951,http://www.moma.org/media/W1siZiIsIjc0NTM2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=820079b2457f78a6,,,,15.2,,,20.6,,
Landscape,"Cadavre Exquis, Valentine Hugo, André Breton, Tristan Tzara, Greta Knutson","907, 2758, 768, 13398, 8315","(French) (French, 1890–1968) (French, 1896–1966) (French, born Romania. 1896–1963) (Swedish, 1899–1983)",(French) (French) (French) (French) (Swedish),(0) (1890) (1896) (1896) (1899),(0) (1968) (1966) (1963) (1983),() (Female) (Male) (Male) (Female),(c. 1933),Colored pencil on black paper,"9 1/2 x 12 1/2"" (24.1 x 31.7 cm)",Purchase,281.1937,Drawing,Drawings,12/3/37,Y,35963,http://www.moma.org/collection/works/35963,http://www.moma.org/media/W1siZiIsIjIxMDk2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=46ac82673c2150be,,,,24.1,,,31.8,,
Here Everything Is Still Floating (Hier ist noch alles in der Schwebe),Max Ernst,1752,"(French and American, born Germany. 1891–1976)",(French),-1891,-1976,(Male),1920,Cut-and-pasted printed paper and pencil on printed paper on cardstock,"6 1/2 x 8 1/4"" (16.5 x 21 cm)",Purchase,282.1937,Drawing,Drawings,12/3/37,Y,35971,http://www.moma.org/collection/works/35971,http://www.moma.org/media/W1siZiIsIjc4OTM3Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=93d47714b9380d7c,,,,10.5,,,12.4,,
The Red King (Le Roi rouge),Johannes Theodor Baargeld (Alfred Emanuel Ferdinand Gruenwald),263,"(German, 1892–1927)",(German),-1892,-1927,(Male),1920,Ink on printed wallpaper,"19 3/8 x 15 1/4"" (49.2 x 38.7 cm)",Purchase,283.1937,Drawing,Drawings,12/3/37,Y,35978,http://www.moma.org/collection/works/35978,http://www.moma.org/media/W1siZiIsIjIxMDk3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1297ca4ba514a80f,,,,49.2,,,38.7,,
Dada Movement (Mouvement Dada),Francis Picabia,4607,"(French, 1879–1953)",(French),-1879,-1953,(Male),1919,Ink and pencil on paper,"20 1/8 x 14 1/4"" (51.1 x 36.2 cm)",Purchase,285.1937,Drawing,Drawings,12/3/37,Y,35993,http://www.moma.org/collection/works/35993,http://www.moma.org/media/W1siZiIsIjIxMDk3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ad42139bd9a3c78a,,,,51.1,,,36.2,,
Untitled (Collage with Squares Arranged according to the Laws of Chance),Jean (Hans) Arp,11,"(French, born Germany (Alsace). 1886–1966)",(French),-1886,-1966,(Male),1916–17,Torn-and-pasted paper and colored paper on colored paper,"19 1/8 x 13 5/8"" (48.5 x 34.6 cm)",Purchase,457.1937,Drawing,Drawings,12/3/37,Y,37013,http://www.moma.org/collection/works/37013,http://www.moma.org/media/W1siZiIsIjIxMTQyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cc55c5017f1066a6,,,,48.5,,,34.6,,
Untitled,Oscar Domínguez,1579,"(French, born Spain. 1906–1957)",(French),-1906,-1957,(Male),1936,Decalcomania (gouache transfer) on paper,"14 1/8 x 11 1/2"" (35.9 x 29.2 cm)",Purchase,458.1937,Drawing,Drawings,12/3/37,Y,37018,http://www.moma.org/collection/works/37018,http://www.moma.org/media/W1siZiIsIjc4ODE1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=dbdbf3d198a14c8f,,,,35.9,,,29.2,,
Fireplace with a Waterfall,Emilio Terry,5835,"(French, 1890–1969)",(French),-1890,-1969,(Male),1933,Ink on paper,"12 5/8 x 9 1/4"" (32.1 x 23.5 cm)",Purchase,459.1937,Drawing,Drawings,12/3/37,Y,37022,http://www.moma.org/collection/works/37022,http://www.moma.org/media/W1siZiIsIjExMTEzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c8e17a803a2338f9,,,,32.1,,,23.5,,
The Jury,Mitchell Siporin,5452,"(American, 1910–1976)",(American),-1910,-1976,(Male),-1935,Ink on paper,"22 3/8 x 18 3/8"" (57 x 46.5 cm)",Given anonymously,463.1937,Drawing,Drawings,12/3/37,Y,37038,http://www.moma.org/collection/works/37038,http://www.moma.org/media/W1siZiIsIjMzMDkxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=866d3304ea078485,,,,,,,,,
Rayograph,Man Ray (Emmanuel Radnitzky),3716,"(American, 1890–1976)",(American),-1890,-1976,(Male),1923,Gelatin silver print (photogram),"9 7/16 x 7"" (23.9 x 17.8 cm)",Purchase,252.1937,Photograph,Photography,12/3/37,Y,49554,http://www.moma.org/collection/works/49554,http://www.moma.org/media/W1siZiIsIjQxMzYiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=02b0c48d2d537962,,,,23.9,,,17.8,,
Schadograph,Christian Schad,5200,"(German, 1894–1982)",(German),-1894,-1982,(Male),1918,Gelatin silver printing-out-paper print,"6 5/8 x 5"" (16.8 x 12.7 cm)",Purchase,287.1937,Photograph,Photography,12/3/37,Y,49994,http://www.moma.org/collection/works/49994,http://www.moma.org/media/W1siZiIsIjI1MjMwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ec98042d7aa7656c,,,,16.8,,,12.7,,
Schadograph,Christian Schad,5200,"(German, 1894–1982)",(German),-1894,-1982,(Male),1918,Gelatin silver printing-out-paper print,"(irregular): 2 5/16 x 3 1/4"" (5.9 x 8.3 cm)",Purchase,288.1937,Photograph,Photography,12/3/37,Y,50006,http://www.moma.org/collection/works/50006,http://www.moma.org/media/W1siZiIsIjI1MjMwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b0cfff646e4b7c91,,,,5.9,,,8.3,,
Amourette,Christian Schad,5200,"(German, 1894–1982)",(German),-1894,-1982,(Male),1918,Gelatin silver printing-out-paper print,"2 1/2 x 3 1/2"" (6.3 x 8.9 cm)",Purchase,289.1937,Photograph,Photography,12/3/37,Y,50018,http://www.moma.org/collection/works/50018,http://www.moma.org/media/W1siZiIsIjI1MjMxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=17db5a29d1ff2157,,,,6.3,,,8.9,,
Lady Mary Ruthven,"David Octavius Hill, Robert Adamson","2648, 8067","(British, 1802–1870) (British, 1821–1848)",(British) (British),(1802) (1821),(1870) (1848),(Male) (Male),c. 1845,Calotype,"7 11/16 x 5 13/16"" (19.5 x 14.8 cm)",Gift of Mrs. B. Landauer,290.1937,Photograph,Photography,12/3/37,Y,50032,http://www.moma.org/collection/works/50032,http://www.moma.org/media/W1siZiIsIjE4NzM2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1e719f3c289d90c5,,,,19.5,,,14.8,,
Lord Ruthven,"David Octavius Hill, Robert Adamson","2648, 8067","(British, 1802–1870) (British, 1821–1848)",(British) (British),(1802) (1821),(1870) (1848),(Male) (Male),c. 1845,Calotype,"8 x 5 3/4"" (20.3 x 14.6 cm)",Gift of Mrs. B. Landauer,291.1937,Photograph,Photography,12/3/37,Y,50045,http://www.moma.org/collection/works/50045,http://www.moma.org/media/W1siZiIsIjE4NzM2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=46b4a8e97b141d5c,,,,20.3,,,14.6,,
"Newsstand, East 32nd Street and Third Avenue, Manhattan",Berenice Abbott,41,"(American, 1898–1991)",(American),-1898,-1991,(Female),19-Nov-35,Gelatin silver print,"7 9/16 x 9 5/8"" (19.3 x 24.4 cm)",Gift of Connecticut Valley Boys School,294.1937,Photograph,Photography,12/3/37,Y,50088,http://www.moma.org/collection/works/50088,http://www.moma.org/media/W1siZiIsIjIxMTAwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c7dd72853bbce02b,,,,19.3,,,24.4,,
A Lightplay: Black White Gray,László Moholy-Nagy,4048,"(American, born Hungary. 1895–1946)",(American),-1895,-1946,(Male),c. 1926,Gelatin silver print,"14 3/4 x 10 13/16"" (37.4 x 27.5 cm)",Gift of the photographer,295.1937,Photograph,Photography,12/3/37,Y,50114,http://www.moma.org/collection/works/50114,http://www.moma.org/media/W1siZiIsIjYxODIwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=151960606ac9e819,,,,37.4,,,27.5,,
A Lightplay: Black White Gray,László Moholy-Nagy,4048,"(American, born Hungary. 1895–1946)",(American),-1895,-1946,(Male),c. 1926,Gelatin silver print,"14 3/4 x 10 3/4"" (37.4 x 27.4 cm)",Gift of the artist,296.1937,Photograph,Photography,12/3/37,Y,50131,http://www.moma.org/collection/works/50131,http://www.moma.org/media/W1siZiIsIjYxODIyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=c0a99451934fe7de,,,,37.4,,,27.4,,
A Lightplay: Black White Gray,László Moholy-Nagy,4048,"(American, born Hungary. 1895–1946)",(American),-1895,-1946,(Male),c. 1926,Gelatin silver print,"14 3/4 x 10 3/4"" (37.4 x 27.4 cm)",Gift of the artist,297.1937,Photograph,Photography,12/3/37,Y,50148,http://www.moma.org/collection/works/50148,http://www.moma.org/media/W1siZiIsIjYxODIzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=63e7bc71e9184b02,,,,37.4,,,27.4,,
Untitled (Street Band),Marcel Janco,2881,"(Israeli, 1895–1984)",(Israeli),-1895,-1984,(Male),1915 or 1916,Linoleum cut with watercolor additions,"composition and sheet: 11 7/8 x 8 1/4"" (30.2 x 21 cm)",Gift of Abby Aldrich Rockefeller,284.1937,Print,Prints & Illustrated Books,12/3/37,Y,65997,http://www.moma.org/collection/works/65997,http://www.moma.org/media/W1siZiIsIjIxMDk3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6fbc134cb29cc6ec,,,,30.1626,,,20.955,,
Near Avenue A,Niles Spencer,5561,"(American, 1893–1952)",(American),-1893,-1952,(Male),1933,Oil on canvas,"30 1/4 x 40 1/4"" (76.8 x 102.2 cm)",Gift of Nelson A. Rockefeller,3.1938,Painting,Painting & Sculpture,12/3/37,Y,78332,http://www.moma.org/collection/works/78332,http://www.moma.org/media/W1siZiIsIjE1MTMxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d3e82901a98c91fa,,,,76.8,,,102.2,,
The False Mirror,René Magritte,3692,"(Belgian, 1898–1967)",(Belgian),-1898,-1967,(Male),Paris 1929,Oil on canvas,"21 1/4 x 31 7/8"" (54 x 80.9 cm)",Purchase,133.1936,Painting,Painting & Sculpture,12/3/37,Y,78938,http://www.moma.org/collection/works/78938,http://www.moma.org/media/W1siZiIsIjI2MzUwMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=62a5b8941229d5f1,,,,54,,,80.9,,
"Landscape, Milpa Alta",Jean Charlot,1074,"(American, born France. 1898–1979)",(American),-1898,-1979,(Male),1924,Oil on canvas,"11 x 14"" (27.9 x 35.6 cm)",Gift of Abby Aldrich Rockefeller (by exchange),217.1937,Painting,Painting & Sculpture,12/3/37,Y,79174,http://www.moma.org/collection/works/79174,http://www.moma.org/media/W1siZiIsIjE1NzQ2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=35fea9993a8e280a,,,,27.9,,,35.6,,
Two Children Are Threatened by a Nightingale (Deux Enfants sont menacés par un rossignol),Max Ernst,1752,"(French and American, born Germany. 1891–1976)",(French),-1891,-1976,(Male),1924,Oil with painted wood elements and cut-and-pasted printed paper on wood with wood frame,"27 1/2 x 22 1/2 x 4 1/2"" (69.8 x 57.1 x 11.4 cm)",Purchase,256.1937,Painting,Painting & Sculpture,12/3/37,Y,79293,http://www.moma.org/collection/works/79293,http://www.moma.org/media/W1siZiIsIjIxMDkwMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=21a2da259e40d10e,,11.4,,69.8,,,57.1,,
Battle of Fishes,André Masson,3821,"(French, 1896–1987)",(French),-1896,-1987,(Male),1926,"Sand, gesso, oil, pencil, and charcoal on canvas","14 1/4 x 28 3/4"" (36.2 x 73 cm)",Purchase,260.1937,Painting,Painting & Sculpture,12/3/37,Y,79309,http://www.moma.org/collection/works/79309,http://www.moma.org/media/W1siZiIsIjE1MTE3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2cda17aac796bb45,,,,36.2,,,73,,
Still Life,Le Corbusier (Charles-Édouard Jeanneret),3426,"(French, born Switzerland. 1887–1965)",(French),-1887,-1965,(Male),1920,Oil on canvas,"31 7/8 x 39 1/4"" (80.9 x 99.7 cm)",Van Gogh Purchase Fund,261.1937,Painting,Painting & Sculpture,12/3/37,Y,79312,http://www.moma.org/collection/works/79312,http://www.moma.org/media/W1siZiIsIjE2MTc2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a99a9cc31a4b6154,,,,80.9,,,99.7,,
The Nymph Echo ( La Nymphe Écho),Max Ernst,1752,"(French and American, born Germany. 1891–1976)",(French),-1891,-1976,(Male),Paris 1936,Oil on canvas,"18 1/4 x 21 3/4"" (46.3 x 55.2 cm)",Purchase,262.1937,Painting,Painting & Sculpture,12/3/37,Y,79316,http://www.moma.org/collection/works/79316,http://www.moma.org/media/W1siZiIsIjIxMDkyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7a615d9260b3f6fc,,,,46.3,,,55.2,,
"Woman, Old Man, and Flower (Weib, Greis und Blume)",Max Ernst,1752,"(French and American, born Germany. 1891–1976)",(French),-1891,-1976,(Male),"Paris 1923, Eaubonne 1924",Oil on canvas,"38 x 51 1/4"" (96.5 x 130.2 cm)",Purchase,264.1937,Painting,Painting & Sculpture,12/3/37,Y,79326,http://www.moma.org/collection/works/79326,http://www.moma.org/media/W1siZiIsIjE1MTE3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=208c22d35e0bff8e,,,,96.5,,,130.2,,
Person Throwing a Stone at a Bird,Joan Miró,4016,"(Spanish, 1893–1983)",(Spanish),-1893,-1983,(Male),1926,Oil on canvas,"29 x 36 1/4"" (73.7 x 92.1 cm)",Purchase,271.1937,Painting,Painting & Sculpture,12/3/37,Y,79341,http://www.moma.org/collection/works/79341,http://www.moma.org/media/W1siZiIsIjQwMTY1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a0a9e7d501901a9a,,,,73.7,,,92.1,,
Portrait of Gala,Salvador Dalí,1364,"(Spanish, 1904–1989)",(Spanish),-1904,-1989,(Male),1935,Oil on wood,"12 3/4 x 10 1/2"" (32.4 x 26.7 cm)",Gift of Abby Aldrich Rockefeller,298.1937,Painting,Painting & Sculpture,12/3/37,Y,79448,http://www.moma.org/collection/works/79448,http://www.moma.org/media/W1siZiIsIjIxMTAxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=66a9534bc9efe11f,,,,32.4,,,26.7,,
Figure,Jacques Lipchitz,3563,"(American, born Lithuania. 1891–1973)",(American),-1891,-1973,(Male),1926-30 (cast 1937),Bronze,"7' 1 1/4"" x 38 5/8"" (216.6 x 98.1 cm)",Van Gogh Purchase Fund,214.1937,Sculpture,Painting & Sculpture,12/3/37,Y,81158,http://www.moma.org/collection/works/81158,http://www.moma.org/media/W1siZiIsIjIxMDcxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fb3316acc5eea713,,,,216.6,,,98.1,,
